# UV-Vis reference spectrum — [Ni(H2O)6]2+ (Ni2+, d8, green)
# Reconstructed absorption envelope from literature band maxima (sum of Gaussians).
# Sources: Chemistry LibreTexts; Doc Brown's chemistry notes; Lever, Inorganic Electronic Spectroscopy (1984).
# Reference parameters: Dq=850 cm^-1  B=890 cm^-1  beta=0.855 (weakly covalent)
# Observed band maxima (cm^-1): 8503, 13793, 25316
# Assignments (low->high energy): 3A2g->3T2g; 3A2g->3T1g(F); 3A2g->3T1g(P)
# columns: wavenumber_cm-1	wavelength_nm	absorbance_au
5818.545697	1718.642513	0.115097
5837.891928	1712.947092	0.116952
5857.238159	1707.289294	0.118822
5876.584390	1701.668748	0.120709
5895.930620	1696.085087	0.122611
5915.276851	1690.537950	0.124529
5934.623082	1685.026978	0.126462
5953.969313	1679.551821	0.128411
5973.315544	1674.112129	0.130374
5992.661775	1668.707559	0.132353
6012.008005	1663.337772	0.134346
6031.354236	1658.002433	0.136353
6050.700467	1652.701213	0.138374
6070.046698	1647.433784	0.140409
6089.392929	1642.199825	0.142458
6108.739159	1636.999017	0.144519
6128.085390	1631.831047	0.146594
6147.431621	1626.695605	0.148682
6166.777852	1621.592384	0.150781
6186.124083	1616.521083	0.152893
6205.470314	1611.481402	0.155017
6224.816544	1606.473047	0.157152
6244.162775	1601.495726	0.159298
6263.509006	1596.549153	0.161455
6282.855237	1591.633043	0.163622
6302.201468	1586.747115	0.165800
6321.547698	1581.891093	0.167987
6340.893929	1577.064703	0.170183
6360.240160	1572.267674	0.172388
6379.586391	1567.499739	0.174602
6398.932622	1562.760634	0.176824
6418.278853	1558.050099	0.179053
6437.625083	1553.367876	0.181290
6456.971314	1548.713710	0.183533
6476.317545	1544.087351	0.185784
6495.663776	1539.488549	0.188040
6515.010007	1534.917059	0.190301
6534.356237	1530.372639	0.192568
6553.702468	1525.855049	0.194840
6573.048699	1521.364052	0.197115
6592.394930	1516.899413	0.199395
6611.741161	1512.460902	0.201677
6631.087392	1508.048290	0.203963
6650.433622	1503.661350	0.206250
6669.779853	1499.299860	0.208540
6689.126084	1494.963598	0.210830
6708.472315	1490.652347	0.213122
6727.818546	1486.365890	0.215413
6747.164777	1482.104014	0.217705
6766.511007	1477.866509	0.219996
6785.857238	1473.653166	0.222285
6805.203469	1469.463778	0.224572
6824.549700	1465.298143	0.226858
6843.895931	1461.156058	0.229140
6863.242161	1457.037325	0.231419
6882.588392	1452.941747	0.233694
6901.934623	1448.869128	0.235964
6921.280854	1444.819277	0.238229
6940.627085	1440.792003	0.240488
6959.973316	1436.787118	0.242742
6979.319546	1432.804435	0.244988
6998.665777	1428.843771	0.247227
7018.012008	1424.904943	0.249459
7037.358239	1420.987771	0.251681
7056.704470	1417.092078	0.253895
7076.050700	1413.217686	0.256099
7095.396931	1409.364423	0.258293
7114.743162	1405.532114	0.260476
7134.089393	1401.720591	0.262648
7153.435624	1397.929684	0.264808
7172.781855	1394.159226	0.266956
7192.128085	1390.409053	0.269090
7211.474316	1386.679001	0.271211
7230.820547	1382.968909	0.273318
7250.166778	1379.278616	0.275410
7269.513009	1375.607965	0.277486
7288.859239	1371.956800	0.279547
7308.205470	1368.324966	0.281592
7327.551701	1364.712309	0.283619
7346.897932	1361.118678	0.285629
7366.244163	1357.543923	0.287621
7385.590394	1353.987896	0.289594
7404.936624	1350.450450	0.291548
7424.282855	1346.931440	0.293482
7443.629086	1343.430722	0.295396
7462.975317	1339.948154	0.297289
7482.321548	1336.483595	0.299161
7501.667779	1333.036905	0.301012
7521.014009	1329.607947	0.302840
7540.360240	1326.196585	0.304645
7559.706471	1322.802683	0.306426
7579.052702	1319.426107	0.308184
7598.398933	1316.066725	0.309918
7617.745163	1312.724407	0.311627
7637.091394	1309.399022	0.313310
7656.437625	1306.090442	0.314968
7675.783856	1302.798540	0.316600
7695.130087	1299.523190	0.318205
7714.476318	1296.264268	0.319783
7733.822548	1293.021651	0.321334
7753.168779	1289.795216	0.322856
7772.515010	1286.584843	0.324351
7791.861241	1283.390411	0.325816
7811.207472	1280.211803	0.327253
7830.553702	1277.048901	0.328660
7849.899933	1273.901589	0.330038
7869.246164	1270.769752	0.331385
7888.592395	1267.653277	0.332702
7907.938626	1264.552050	0.333988
7927.284857	1261.465960	0.335243
7946.631087	1258.394896	0.336466
7965.977318	1255.338749	0.337658
7985.323549	1252.297410	0.338817
8004.669780	1249.270773	0.339944
8024.016011	1246.258730	0.341039
8043.362241	1243.261176	0.342101
8062.708472	1240.278008	0.343130
8082.054703	1237.309121	0.344126
8101.400934	1234.354414	0.345088
8120.747165	1231.413785	0.346016
8140.093396	1228.487133	0.346911
8159.439626	1225.574360	0.347772
8178.785857	1222.675367	0.348599
8198.132088	1219.790056	0.349392
8217.478319	1216.918331	0.350150
8236.824550	1214.060096	0.350874
8256.170781	1211.215255	0.351563
8275.517011	1208.383716	0.352218
8294.863242	1205.565385	0.352838
8314.209473	1202.760170	0.353424
8333.555704	1199.967980	0.353975
8352.901935	1197.188723	0.354491
8372.248165	1194.422311	0.354973
8391.594396	1191.668654	0.355420
8410.940627	1188.927665	0.355833
8430.286858	1186.199256	0.356211
8449.633089	1183.483341	0.356554
8468.979320	1180.779835	0.356863
8488.325550	1178.088651	0.357139
8507.671781	1175.409708	0.357380
8527.018012	1172.742920	0.357587
8546.364243	1170.088205	0.357760
8565.710474	1167.445483	0.357900
8585.056704	1164.814671	0.358006
8604.402935	1162.195689	0.358079
8623.749166	1159.588458	0.358119
8643.095397	1156.992899	0.358127
8662.441628	1154.408933	0.358102
8681.787859	1151.836484	0.358045
8701.134089	1149.275473	0.357956
8720.480320	1146.725826	0.357835
8739.826551	1144.187467	0.357683
8759.172782	1141.660320	0.357500
8778.519013	1139.144312	0.357287
8797.865243	1136.639369	0.357044
8817.211474	1134.145419	0.356771
8836.557705	1131.662389	0.356468
8855.903936	1129.190207	0.356137
8875.250167	1126.728803	0.355777
8894.596398	1124.278107	0.355388
8913.942628	1121.838048	0.354973
8933.288859	1119.408558	0.354530
8952.635090	1116.989568	0.354061
8971.981321	1114.581010	0.353565
8991.327552	1112.182816	0.353044
9010.673783	1109.794921	0.352498
9030.020013	1107.417258	0.351928
9049.366244	1105.049760	0.351333
9068.712475	1102.692364	0.350715
9088.058706	1100.345005	0.350075
9107.404937	1098.007618	0.349412
9126.751167	1095.680140	0.348728
9146.097398	1093.362509	0.348023
9165.443629	1091.054662	0.347297
9184.789860	1088.756537	0.346553
9204.136091	1086.468073	0.345789
9223.482322	1084.189209	0.345007
9242.828552	1081.919885	0.344207
9262.174783	1079.660040	0.343390
9281.521014	1077.409617	0.342558
9300.867245	1075.168555	0.341710
9320.213476	1072.936798	0.340847
9339.559706	1070.714286	0.339970
9358.905937	1068.500962	0.339080
9378.252168	1066.296771	0.338177
9397.598399	1064.101654	0.337263
9416.944630	1061.915557	0.336338
9436.290861	1059.738423	0.335403
9455.637091	1057.570199	0.334458
9474.983322	1055.410829	0.333505
9494.329553	1053.260259	0.332544
9513.675784	1051.118435	0.331576
9533.022015	1048.985304	0.330602
9552.368245	1046.860814	0.329623
9571.714476	1044.744912	0.328639
9591.060707	1042.637546	0.327652
9610.406938	1040.538664	0.326661
9629.753169	1038.448216	0.325669
9649.099400	1036.366150	0.324675
9668.445630	1034.292417	0.323681
9687.791861	1032.226966	0.322688
9707.138092	1030.169748	0.321696
9726.484323	1028.120713	0.320706
9745.830554	1026.079814	0.319719
9765.176785	1024.047001	0.318736
9784.523015	1022.022227	0.317758
9803.869246	1020.005444	0.316785
9823.215477	1017.996604	0.315819
9842.561708	1015.995662	0.314860
9861.907939	1014.002571	0.313909
9881.254169	1012.017283	0.312967
9900.600400	1010.039755	0.312035
9919.946631	1008.069939	0.311114
9939.292862	1006.107792	0.310204
9958.639093	1004.153269	0.309306
9977.985324	1002.206325	0.308422
9997.331554	1000.266916	0.307551
10016.677785	998.334998	0.306696
10036.024016	996.410529	0.305856
10055.370247	994.493465	0.305032
10074.716478	992.583764	0.304226
10094.062708	990.681383	0.303437
10113.408939	988.786280	0.302667
10132.755170	986.898413	0.301917
10152.101401	985.017742	0.301188
10171.447632	983.144225	0.300479
10190.793863	981.277821	0.299792
10210.140093	979.418491	0.299128
10229.486324	977.566193	0.298487
10248.832555	975.720888	0.297871
10268.178786	973.882536	0.297279
10287.525017	972.051099	0.296712
10306.871247	970.226537	0.296172
10326.217478	968.408812	0.295659
10345.563709	966.597885	0.295173
10364.909940	964.793718	0.294715
10384.256171	962.996274	0.294287
10403.602402	961.205515	0.293888
10422.948632	959.421403	0.293518
10442.294863	957.643902	0.293180
10461.641094	955.872975	0.292873
10480.987325	954.108586	0.292598
10500.333556	952.350699	0.292355
10519.679787	950.599277	0.292146
10539.026017	948.854285	0.291970
10558.372248	947.115688	0.291828
10577.718479	945.383451	0.291720
10597.064710	943.657539	0.291648
10616.410941	941.937916	0.291611
10635.757171	940.224550	0.291610
10655.103402	938.517405	0.291646
10674.449633	936.816449	0.291718
10693.795864	935.121647	0.291827
10713.142095	933.432966	0.291975
10732.488326	931.750373	0.292160
10751.834556	930.073835	0.292383
10771.180787	928.403320	0.292646
10790.527018	926.738794	0.292947
10809.873249	925.080227	0.293287
10829.219480	923.427586	0.293667
10848.565710	921.780839	0.294087
10867.911941	920.139955	0.294546
10887.258172	918.504902	0.295046
10906.604403	916.875650	0.295587
10925.950634	915.252168	0.296168
10945.296865	913.634424	0.296789
10964.643095	912.022390	0.297452
10983.989326	910.416034	0.298155
11003.335557	908.815327	0.298900
11022.681788	907.220238	0.299685
11042.028019	905.630739	0.300512
11061.374249	904.046801	0.301380
11080.720480	902.468393	0.302289
11100.066711	900.895487	0.303240
11119.412942	899.328054	0.304231
11138.759173	897.766066	0.305264
11158.105404	896.209494	0.306337
11177.451634	894.658311	0.307451
11196.797865	893.112488	0.308607
11216.144096	891.571998	0.309802
11235.490327	890.036813	0.311039
11254.836558	888.506905	0.312315
11274.182789	886.982249	0.313632
11293.529019	885.462815	0.314988
11312.875250	883.948579	0.316384
11332.221481	882.439513	0.317819
11351.567712	880.935590	0.319293
11370.913943	879.436785	0.320806
11390.260173	877.943071	0.322357
11409.606404	876.454423	0.323946
11428.952635	874.970815	0.325572
11448.298866	873.492221	0.327236
11467.645097	872.018615	0.328936
11486.991328	870.549974	0.330673
11506.337558	869.086271	0.332446
11525.683789	867.627482	0.334253
11545.030020	866.173581	0.336096
11564.376251	864.724546	0.337973
11583.722482	863.280350	0.339884
11603.068712	861.840971	0.341828
11622.414943	860.406383	0.343804
11641.761174	858.976563	0.345813
11661.107405	857.551487	0.347853
11680.453636	856.131133	0.349923
11699.799867	854.715475	0.352024
11719.146097	853.304491	0.354154
11738.492328	851.898159	0.356313
11757.838559	850.496454	0.358500
11777.184790	849.099354	0.360714
11796.531021	847.706837	0.362954
11815.877252	846.318880	0.365220
11835.223482	844.935460	0.367511
11854.569713	843.556556	0.369826
11873.915944	842.182145	0.372165
11893.262175	840.812206	0.374526
11912.608406	839.446716	0.376908
11931.954636	838.085654	0.379312
11951.300867	836.728998	0.381735
11970.647098	835.376728	0.384177
11989.993329	834.028821	0.386637
12009.339560	832.685257	0.389115
12028.685791	831.346015	0.391609
12048.032021	830.011074	0.394118
12067.378252	828.680414	0.396641
12086.724483	827.354013	0.399178
12106.070714	826.031851	0.401727
12125.416945	824.713908	0.404288
12144.763175	823.400165	0.406859
12164.109406	822.090600	0.409439
12183.455637	820.785194	0.412028
12202.801868	819.483927	0.414624
12222.148099	818.186780	0.417227
12241.494330	816.893733	0.419835
12260.840560	815.604766	0.422447
12280.186791	814.319861	0.425062
12299.533022	813.038998	0.427679
12318.879253	811.762157	0.430298
12338.225484	810.489321	0.432916
12357.571714	809.220471	0.435534
12376.917945	807.955587	0.438149
12396.264176	806.694651	0.440761
12415.610407	805.437644	0.443368
12434.956638	804.184549	0.445970
12454.302869	802.935347	0.448566
12473.649099	801.690020	0.451154
12492.995330	800.448550	0.453733
12512.341561	799.210919	0.456302
12531.687792	797.977109	0.458860
12551.034023	796.747103	0.461407
12570.380254	795.520883	0.463940
12589.726484	794.298432	0.466459
12609.072715	793.079731	0.468962
12628.418946	791.864765	0.471449
12647.765177	790.653515	0.473919
12667.111408	789.445966	0.476370
12686.457638	788.242099	0.478801
12705.803869	787.041899	0.481212
12725.150100	785.845347	0.483601
12744.496331	784.652429	0.485966
12763.842562	783.463127	0.488308
12783.188793	782.277424	0.490625
12802.535023	781.095305	0.492916
12821.881254	779.916753	0.495180
12841.227485	778.741753	0.497415
12860.573716	777.570287	0.499622
12879.919947	776.402341	0.501798
12899.266177	775.237898	0.503943
12918.612408	774.076943	0.506056
12937.958639	772.919460	0.508136
12957.304870	771.765433	0.510182
12976.651101	770.614847	0.512193
12995.997332	769.467686	0.514168
13015.343562	768.323936	0.516105
13034.689793	767.183582	0.518006
13054.036024	766.046607	0.519867
13073.382255	764.912997	0.521688
13092.728486	763.782737	0.523470
13112.074716	762.655813	0.525209
13131.420947	761.532209	0.526907
13150.767178	760.411911	0.528562
13170.113409	759.294904	0.530172
13189.459640	758.181174	0.531738
13208.805871	757.070707	0.533259
13228.152101	755.963488	0.534734
13247.498332	754.859502	0.536161
13266.844563	753.758737	0.537541
13286.190794	752.661177	0.538873
13305.537025	751.566809	0.540155
13324.883256	750.475618	0.541388
13344.229486	749.387592	0.542570
13363.575717	748.302716	0.543702
13382.921948	747.220976	0.544782
13402.268179	746.142359	0.545809
13421.614410	745.066852	0.546784
13440.960640	743.994441	0.547706
13460.306871	742.925113	0.548574
13479.653102	741.858854	0.549387
13498.999333	740.795651	0.550146
13518.345564	739.735492	0.550849
13537.691795	738.678362	0.551497
13557.038025	737.624250	0.552089
13576.384256	736.573141	0.552624
13595.730487	735.525025	0.553102
13615.076718	734.479886	0.553523
13634.422949	733.437714	0.553887
13653.769179	732.398495	0.554193
13673.115410	731.362217	0.554440
13692.461641	730.328867	0.554629
13711.807872	729.298433	0.554760
13731.154103	728.270903	0.554832
13750.500334	727.246264	0.554845
13769.846564	726.224505	0.554798
13789.192795	725.205612	0.554693
13808.539026	724.189574	0.554528
13827.885257	723.176380	0.554303
13847.231488	722.166016	0.554019
13866.577718	721.158472	0.553675
13885.923949	720.153735	0.553272
13905.270180	719.151794	0.552809
13924.616411	718.152637	0.552287
13943.962642	717.156253	0.551705
13963.308873	716.162630	0.551063
13982.655103	715.171756	0.550363
14002.001334	714.183620	0.549603
14021.347565	713.198211	0.548783
14040.693796	712.215518	0.547905
14060.040027	711.235529	0.546969
14079.386258	710.258233	0.545973
14098.732488	709.283619	0.544920
14118.078719	708.311676	0.543808
14137.424950	707.342393	0.542639
14156.771181	706.375760	0.541412
14176.117412	705.411765	0.540128
14195.463642	704.450397	0.538788
14214.809873	703.491646	0.537391
14234.156104	702.535502	0.535937
14253.502335	701.581953	0.534429
14272.848566	700.630989	0.532865
14292.194797	699.682599	0.531246
14311.541027	698.736773	0.529573
14330.887258	697.793502	0.527846
14350.233489	696.852773	0.526066
14369.579720	695.914578	0.524233
14388.925951	694.978905	0.522348
14408.272181	694.045745	0.520411
14427.618412	693.115088	0.518423
14446.964643	692.186923	0.516385
14466.310874	691.261240	0.514297
14485.657105	690.338031	0.512159
14505.003336	689.417284	0.509973
14524.349566	688.498990	0.507738
14543.695797	687.583138	0.505457
14563.042028	686.669721	0.503129
14582.388259	685.758726	0.500754
14601.734490	684.850146	0.498335
14621.080720	683.943970	0.495871
14640.426951	683.040190	0.493364
14659.773182	682.138794	0.490813
14679.119413	681.239775	0.488220
14698.465644	680.343122	0.485586
14717.811875	679.448826	0.482911
14737.158105	678.556878	0.480197
14756.504336	677.667269	0.477443
14775.850567	676.779990	0.474651
14795.196798	675.895031	0.471821
14814.543029	675.012383	0.468956
14833.889260	674.132038	0.466054
14853.235490	673.253986	0.463118
14872.581721	672.378218	0.460147
14891.927952	671.504726	0.457144
14911.274183	670.633500	0.454108
14930.620414	669.764532	0.451041
14949.966644	668.897813	0.447944
14969.312875	668.033335	0.444817
14988.659106	667.171088	0.441661
15008.005337	666.311064	0.438478
15027.351568	665.453254	0.435267
15046.697799	664.597650	0.432031
15066.044029	663.744244	0.428770
15085.390260	662.893026	0.425485
15104.736491	662.043989	0.422176
15124.082722	661.197124	0.418846
15143.428953	660.352423	0.415494
15162.775183	659.509877	0.412121
15182.121414	658.669479	0.408730
15201.467645	657.831220	0.405319
15220.813876	656.995091	0.401891
15240.160107	656.161086	0.398446
15259.506338	655.329195	0.394986
15278.852568	654.499411	0.391510
15298.198799	653.671725	0.388021
15317.545030	652.846130	0.384519
15336.891261	652.022619	0.381004
15356.237492	651.201182	0.377478
15375.583722	650.381812	0.373942
15394.929953	649.564501	0.370397
15414.276184	648.749243	0.366843
15433.622415	647.936028	0.363281
15452.968646	647.124849	0.359713
15472.314877	646.315699	0.356138
15491.661107	645.508569	0.352559
15511.007338	644.703454	0.348975
15530.353569	643.900344	0.345388
15549.699800	643.099232	0.341799
15569.046031	642.300111	0.338208
15588.392262	641.502974	0.334617
15607.738492	640.707813	0.331025
15627.084723	639.914621	0.327434
15646.430954	639.123390	0.323845
15665.777185	638.334114	0.320259
15685.123416	637.546785	0.316675
15704.469646	636.761395	0.313096
15723.815877	635.977938	0.309522
15743.162108	635.196407	0.305953
15762.508339	634.416794	0.302390
15781.854570	633.639092	0.298835
15801.200801	632.863295	0.295287
15820.547031	632.089395	0.291748
15839.893262	631.317385	0.288218
15859.239493	630.547259	0.284698
15878.585724	629.779010	0.281188
15897.931955	629.012631	0.277690
15917.278185	628.248114	0.274204
15936.624416	627.485454	0.270730
15955.970647	626.724643	0.267270
15975.316878	625.965674	0.263823
15994.663109	625.208542	0.260391
16014.009340	624.453239	0.256974
16033.355570	623.699759	0.253572
16052.701801	622.948095	0.250187
16072.048032	622.198240	0.246818
16091.394263	621.450189	0.243467
16110.740494	620.703934	0.240133
16130.086724	619.959469	0.236818
16149.432955	619.216788	0.233521
16168.779186	618.475884	0.230244
16188.125417	617.736751	0.226987
16207.471648	616.999383	0.223750
16226.817879	616.263772	0.220534
16246.164109	615.529914	0.217339
16265.510340	614.797802	0.214165
16284.856571	614.067429	0.211014
16304.202802	613.338789	0.207885
16323.549033	612.611876	0.204779
16342.895264	611.886685	0.201696
16362.241494	611.163208	0.198636
16381.587725	610.441440	0.195600
16400.933956	609.721375	0.192589
16420.280187	609.003006	0.189602
16439.626418	608.286329	0.186640
16458.972648	607.571336	0.183702
16478.318879	606.858022	0.180791
16497.665110	606.146381	0.177905
16517.011341	605.436407	0.175044
16536.357572	604.728094	0.172210
16555.703803	604.021437	0.169403
16575.050033	603.316429	0.166621
16594.396264	602.613065	0.163867
16613.742495	601.911340	0.161140
16633.088726	601.211246	0.158439
16652.434957	600.512779	0.155766
16671.781187	599.815934	0.153121
16691.127418	599.120703	0.150503
16710.473649	598.427083	0.147913
16729.819880	597.735067	0.145351
16749.166111	597.044649	0.142816
16768.512342	596.355824	0.140310
16787.858572	595.668587	0.137832
16807.204803	594.982932	0.135382
16826.551034	594.298854	0.132960
16845.897265	593.616347	0.130566
16865.243496	592.935406	0.128201
16884.589726	592.256025	0.125864
16903.935957	591.578200	0.123556
16923.282188	590.901924	0.121276
16942.628419	590.227192	0.119025
16961.974650	589.554000	0.116802
16981.320881	588.882341	0.114607
17000.667111	588.212212	0.112440
17020.013342	587.543605	0.110302
17039.359573	586.876517	0.108192
17058.705804	586.210942	0.106111
17078.052035	585.546875	0.104057
17097.398266	584.884311	0.102032
17116.744496	584.223244	0.100035
17136.090727	583.563670	0.098065
17155.436958	582.905584	0.096123
17174.783189	582.248980	0.094209
17194.129420	581.593854	0.092323
17213.475650	580.940201	0.090464
17232.821881	580.288015	0.088633
17252.168112	579.637292	0.086828
17271.514343	578.988026	0.085051
17290.860574	578.340214	0.083301
17310.206805	577.693849	0.081577
17329.553035	577.048928	0.079880
17348.899266	576.405445	0.078210
17368.245497	575.763395	0.076566
17387.591728	575.122775	0.074948
17406.937959	574.483578	0.073356
17426.284189	573.845800	0.071790
17445.630420	573.209437	0.070250
17464.976651	572.574484	0.068734
17484.322882	571.940936	0.067245
17503.669113	571.308789	0.065780
17523.015344	570.678037	0.064340
17542.361574	570.048677	0.062924
17561.707805	569.420703	0.061533
17581.054036	568.794111	0.060166
17600.400267	568.168897	0.058823
17619.746498	567.545055	0.057504
17639.092728	566.922582	0.056209
17658.438959	566.301473	0.054936
17677.785190	565.681724	0.053687
17697.131421	565.063329	0.052461
17716.477652	564.446285	0.051257
17735.823883	563.830588	0.050076
17755.170113	563.216231	0.048917
17774.516344	562.603213	0.047779
17793.862575	561.991527	0.046664
17813.208806	561.381170	0.045570
17832.555037	560.772137	0.044497
17851.901268	560.164425	0.043445
17871.247498	559.558028	0.042414
17890.593729	558.952942	0.041403
17909.939960	558.349164	0.040413
17929.286191	557.746688	0.039442
17948.632422	557.145512	0.038492
17967.978652	556.545630	0.037561
17987.324883	555.947039	0.036649
18006.671114	555.349733	0.035756
18026.017345	554.753710	0.034882
18045.363576	554.158965	0.034026
18064.709807	553.565494	0.033189
18084.056037	552.973292	0.032370
18103.402268	552.382356	0.031569
18122.748499	551.792682	0.030786
18142.094730	551.204265	0.030019
18161.440961	550.617103	0.029270
18180.787191	550.031189	0.028538
18200.133422	549.446522	0.027823
18219.479653	548.863095	0.027124
18238.825884	548.280907	0.026441
18258.172115	547.699953	0.025774
18277.518346	547.120228	0.025123
18296.864576	546.541729	0.024488
18316.210807	545.964452	0.023868
18335.557038	545.388394	0.023263
18354.903269	544.813549	0.022673
18374.249500	544.239916	0.022098
18393.595730	543.667489	0.021537
18412.941961	543.096265	0.020990
18432.288192	542.526240	0.020458
18451.634423	541.957410	0.019940
18470.980654	541.389772	0.019435
18490.326885	540.823321	0.018943
18509.673115	540.258055	0.018465
18529.019346	539.693969	0.018000
18548.365577	539.131060	0.017548
18567.711808	538.569324	0.017109
18587.058039	538.008757	0.016683
18606.404270	537.449356	0.016268
18625.750500	536.891117	0.015866
18645.096731	536.334037	0.015476
18664.442962	535.778111	0.015098
18683.789193	535.223337	0.014732
18703.135424	534.669710	0.014377
18722.481654	534.117228	0.014034
18741.827885	533.565886	0.013702
18761.174116	533.015681	0.013381
18780.520347	532.466610	0.013071
18799.866578	531.918669	0.012772
18819.212809	531.371854	0.012484
18838.559039	530.826162	0.012207
18857.905270	530.281590	0.011939
18877.251501	529.738135	0.011683
18896.597732	529.195792	0.011436
18915.943963	528.654558	0.011200
18935.290193	528.114431	0.010973
18954.636424	527.575406	0.010757
18973.982655	527.037480	0.010550
18993.328886	526.500650	0.010354
19012.675117	525.964912	0.010166
19032.021348	525.430264	0.009989
19051.367578	524.896701	0.009821
19070.713809	524.364221	0.009662
19090.060040	523.832821	0.009513
19109.406271	523.302496	0.009373
19128.752502	522.773244	0.009242
19148.098732	522.245061	0.009120
19167.444963	521.717945	0.009008
19186.791194	521.191892	0.008904
19206.137425	520.666898	0.008810
19225.483656	520.142961	0.008724
19244.829887	519.620078	0.008648
19264.176117	519.098244	0.008580
19283.522348	518.577458	0.008522
19302.868579	518.057716	0.008472
19322.214810	517.539014	0.008431
19341.561041	517.021350	0.008399
19360.907272	516.504721	0.008376
19380.253502	515.989123	0.008362
19399.599733	515.474553	0.008357
19418.945964	514.961009	0.008360
19438.292195	514.448487	0.008373
19457.638426	513.936984	0.008394
19476.984656	513.426497	0.008425
19496.330887	512.917023	0.008465
19515.677118	512.408560	0.008513
19535.023349	511.901103	0.008571
19554.369580	511.394651	0.008638
19573.715811	510.889199	0.008714
19593.062041	510.384746	0.008800
19612.408272	509.881288	0.008894
19631.754503	509.378823	0.008999
19651.100734	508.877347	0.009112
19670.446965	508.376857	0.009236
19689.793195	507.877350	0.009369
19709.139426	507.378825	0.009512
19728.485657	506.881277	0.009664
19747.831888	506.384704	0.009827
19767.178119	505.889103	0.010000
19786.524350	505.394471	0.010183
19805.870580	504.900805	0.010376
19825.216811	504.408103	0.010580
19844.563042	503.916361	0.010794
