# UV-Vis reference spectrum — [Ni(NH3)6]2+ (Ni2+, d8, blue-violet)
# Reconstructed absorption envelope from literature band maxima (sum of Gaussians).
# Sources: Chemistry LibreTexts; Doc Brown's chemistry notes; Lever, Inorganic Electronic Spectroscopy (1984).
# Reference parameters: Dq=1080 cm^-1  B=870 cm^-1  beta=0.836 (moderately covalent)
# Observed band maxima (cm^-1): 10811, 17544, 27778
# Assignments (low->high energy): 3A2g->3T2g; 3A2g->3T1g(F); 3A2g->3T1g(P)
# columns: wavenumber_cm-1	wavelength_nm	absorbance_au
5257.505003	1902.042888	0.003429
5276.851234	1895.069532	0.003545
5296.197465	1888.147122	0.003663
5315.543696	1881.275100	0.003786
5334.889927	1874.452920	0.003912
5354.236157	1867.680040	0.004042
5373.582388	1860.955928	0.004175
5392.928619	1854.280059	0.004313
5412.274850	1847.651917	0.004454
5431.621081	1841.070990	0.004600
5450.967312	1834.536776	0.004750
5470.313542	1828.048780	0.004904
5489.659773	1821.606514	0.005063
5509.006004	1815.209494	0.005226
5528.352235	1808.857246	0.005394
5547.698466	1802.549303	0.005566
5567.044696	1796.285201	0.005744
5586.390927	1790.064485	0.005926
5605.737158	1783.886707	0.006113
5625.083389	1777.751423	0.006306
5644.429620	1771.658196	0.006504
5663.775851	1765.606596	0.006707
5683.122081	1759.596197	0.006916
5702.468312	1753.626579	0.007131
5721.814543	1747.697330	0.007351
5741.160774	1741.808041	0.007578
5760.507005	1735.958309	0.007810
5779.853235	1730.147738	0.008049
5799.199466	1724.375935	0.008294
5818.545697	1718.642513	0.008545
5837.891928	1712.947092	0.008803
5857.238159	1707.289294	0.009068
5876.584390	1701.668748	0.009340
5895.930620	1696.085087	0.009618
5915.276851	1690.537950	0.009904
5934.623082	1685.026978	0.010197
5953.969313	1679.551821	0.010498
5973.315544	1674.112129	0.010806
5992.661775	1668.707559	0.011123
6012.008005	1663.337772	0.011446
6031.354236	1658.002433	0.011779
6050.700467	1652.701213	0.012119
6070.046698	1647.433784	0.012467
6089.392929	1642.199825	0.012825
6108.739159	1636.999017	0.013191
6128.085390	1631.831047	0.013565
6147.431621	1626.695605	0.013949
6166.777852	1621.592384	0.014342
6186.124083	1616.521083	0.014745
6205.470314	1611.481402	0.015157
6224.816544	1606.473047	0.015578
6244.162775	1601.495726	0.016010
6263.509006	1596.549153	0.016452
6282.855237	1591.633043	0.016903
6302.201468	1586.747115	0.017366
6321.547698	1581.891093	0.017839
6340.893929	1577.064703	0.018322
6360.240160	1572.267674	0.018817
6379.586391	1567.499739	0.019322
6398.932622	1562.760634	0.019839
6418.278853	1558.050099	0.020368
6437.625083	1553.367876	0.020908
6456.971314	1548.713710	0.021460
6476.317545	1544.087351	0.022023
6495.663776	1539.488549	0.022600
6515.010007	1534.917059	0.023188
6534.356237	1530.372639	0.023789
6553.702468	1525.855049	0.024403
6573.048699	1521.364052	0.025030
6592.394930	1516.899413	0.025670
6611.741161	1512.460902	0.026323
6631.087392	1508.048290	0.026990
6650.433622	1503.661350	0.027670
6669.779853	1499.299860	0.028365
6689.126084	1494.963598	0.029073
6708.472315	1490.652347	0.029796
6727.818546	1486.365890	0.030533
6747.164777	1482.104014	0.031285
6766.511007	1477.866509	0.032051
6785.857238	1473.653166	0.032833
6805.203469	1469.463778	0.033629
6824.549700	1465.298143	0.034441
6843.895931	1461.156058	0.035269
6863.242161	1457.037325	0.036112
6882.588392	1452.941747	0.036972
6901.934623	1448.869128	0.037847
6921.280854	1444.819277	0.038738
6940.627085	1440.792003	0.039646
6959.973316	1436.787118	0.040571
6979.319546	1432.804435	0.041512
6998.665777	1428.843771	0.042470
7018.012008	1424.904943	0.043446
7037.358239	1420.987771	0.044438
7056.704470	1417.092078	0.045448
7076.050700	1413.217686	0.046476
7095.396931	1409.364423	0.047521
7114.743162	1405.532114	0.048584
7134.089393	1401.720591	0.049666
7153.435624	1397.929684	0.050765
7172.781855	1394.159226	0.051883
7192.128085	1390.409053	0.053019
7211.474316	1386.679001	0.054174
7230.820547	1382.968909	0.055348
7250.166778	1379.278616	0.056540
7269.513009	1375.607965	0.057752
7288.859239	1371.956800	0.058983
7308.205470	1368.324966	0.060233
7327.551701	1364.712309	0.061502
7346.897932	1361.118678	0.062791
7366.244163	1357.543923	0.064100
7385.590394	1353.987896	0.065428
7404.936624	1350.450450	0.066776
7424.282855	1346.931440	0.068144
7443.629086	1343.430722	0.069532
7462.975317	1339.948154	0.070940
7482.321548	1336.483595	0.072368
7501.667779	1333.036905	0.073817
7521.014009	1329.607947	0.075285
7540.360240	1326.196585	0.076774
7559.706471	1322.802683	0.078284
7579.052702	1319.426107	0.079814
7598.398933	1316.066725	0.081364
7617.745163	1312.724407	0.082935
7637.091394	1309.399022	0.084527
7656.437625	1306.090442	0.086139
7675.783856	1302.798540	0.087772
7695.130087	1299.523190	0.089425
7714.476318	1296.264268	0.091099
7733.822548	1293.021651	0.092794
7753.168779	1289.795216	0.094509
7772.515010	1286.584843	0.096245
7791.861241	1283.390411	0.098001
7811.207472	1280.211803	0.099778
7830.553702	1277.048901	0.101575
7849.899933	1273.901589	0.103393
7869.246164	1270.769752	0.105231
7888.592395	1267.653277	0.107090
7907.938626	1264.552050	0.108968
7927.284857	1261.465960	0.110867
7946.631087	1258.394896	0.112786
7965.977318	1255.338749	0.114725
7985.323549	1252.297410	0.116684
8004.669780	1249.270773	0.118662
8024.016011	1246.258730	0.120660
8043.362241	1243.261176	0.122678
8062.708472	1240.278008	0.124714
8082.054703	1237.309121	0.126770
8101.400934	1234.354414	0.128846
8120.747165	1231.413785	0.130939
8140.093396	1228.487133	0.133052
8159.439626	1225.574360	0.135183
8178.785857	1222.675367	0.137332
8198.132088	1219.790056	0.139500
8217.478319	1216.918331	0.141685
8236.824550	1214.060096	0.143888
8256.170781	1211.215255	0.146108
8275.517011	1208.383716	0.148345
8294.863242	1205.565385	0.150599
8314.209473	1202.760170	0.152870
8333.555704	1199.967980	0.155157
8352.901935	1197.188723	0.157460
8372.248165	1194.422311	0.159779
8391.594396	1191.668654	0.162113
8410.940627	1188.927665	0.164462
8430.286858	1186.199256	0.166826
8449.633089	1183.483341	0.169205
8468.979320	1180.779835	0.171598
8488.325550	1178.088651	0.174004
8507.671781	1175.409708	0.176424
8527.018012	1172.742920	0.178856
8546.364243	1170.088205	0.181302
8565.710474	1167.445483	0.183759
8585.056704	1164.814671	0.186229
8604.402935	1162.195689	0.188709
8623.749166	1159.588458	0.191201
8643.095397	1156.992899	0.193703
8662.441628	1154.408933	0.196215
8681.787859	1151.836484	0.198737
8701.134089	1149.275473	0.201268
8720.480320	1146.725826	0.203808
8739.826551	1144.187467	0.206356
8759.172782	1141.660320	0.208912
8778.519013	1139.144312	0.211475
8797.865243	1136.639369	0.214045
8817.211474	1134.145419	0.216621
8836.557705	1131.662389	0.219202
8855.903936	1129.190207	0.221789
8875.250167	1126.728803	0.224380
8894.596398	1124.278107	0.226976
8913.942628	1121.838048	0.229574
8933.288859	1119.408558	0.232176
8952.635090	1116.989568	0.234781
8971.981321	1114.581010	0.237387
8991.327552	1112.182816	0.239994
9010.673783	1109.794921	0.242602
9030.020013	1107.417258	0.245210
9049.366244	1105.049760	0.247817
9068.712475	1102.692364	0.250423
9088.058706	1100.345005	0.253027
9107.404937	1098.007618	0.255629
9126.751167	1095.680140	0.258228
9146.097398	1093.362509	0.260823
9165.443629	1091.054662	0.263414
9184.789860	1088.756537	0.266000
9204.136091	1086.468073	0.268580
9223.482322	1084.189209	0.271154
9242.828552	1081.919885	0.273721
9262.174783	1079.660040	0.276280
9281.521014	1077.409617	0.278831
9300.867245	1075.168555	0.281374
9320.213476	1072.936798	0.283906
9339.559706	1070.714286	0.286429
9358.905937	1068.500962	0.288940
9378.252168	1066.296771	0.291440
9397.598399	1064.101654	0.293927
9416.944630	1061.915557	0.296402
9436.290861	1059.738423	0.298863
9455.637091	1057.570199	0.301309
9474.983322	1055.410829	0.303741
9494.329553	1053.260259	0.306156
9513.675784	1051.118435	0.308556
9533.022015	1048.985304	0.310938
9552.368245	1046.860814	0.313303
9571.714476	1044.744912	0.315649
9591.060707	1042.637546	0.317976
9610.406938	1040.538664	0.320283
9629.753169	1038.448216	0.322570
9649.099400	1036.366150	0.324836
9668.445630	1034.292417	0.327080
9687.791861	1032.226966	0.329301
9707.138092	1030.169748	0.331499
9726.484323	1028.120713	0.333674
9745.830554	1026.079814	0.335824
9765.176785	1024.047001	0.337949
9784.523015	1022.022227	0.340048
9803.869246	1020.005444	0.342121
9823.215477	1017.996604	0.344166
9842.561708	1015.995662	0.346184
9861.907939	1014.002571	0.348174
9881.254169	1012.017283	0.350135
9900.600400	1010.039755	0.352066
9919.946631	1008.069939	0.353967
9939.292862	1006.107792	0.355838
9958.639093	1004.153269	0.357677
9977.985324	1002.206325	0.359484
9997.331554	1000.266916	0.361259
10016.677785	998.334998	0.363001
10036.024016	996.410529	0.364709
10055.370247	994.493465	0.366384
10074.716478	992.583764	0.368023
10094.062708	990.681383	0.369627
10113.408939	988.786280	0.371196
10132.755170	986.898413	0.372728
10152.101401	985.017742	0.374224
10171.447632	983.144225	0.375682
10190.793863	981.277821	0.377103
10210.140093	979.418491	0.378486
10229.486324	977.566193	0.379830
10248.832555	975.720888	0.381135
10268.178786	973.882536	0.382401
10287.525017	972.051099	0.383627
10306.871247	970.226537	0.384812
10326.217478	968.408812	0.385957
10345.563709	966.597885	0.387061
10364.909940	964.793718	0.388124
10384.256171	962.996274	0.389145
10403.602402	961.205515	0.390124
10422.948632	959.421403	0.391060
10442.294863	957.643902	0.391954
10461.641094	955.872975	0.392805
10480.987325	954.108586	0.393613
10500.333556	952.350699	0.394378
10519.679787	950.599277	0.395098
10539.026017	948.854285	0.395775
10558.372248	947.115688	0.396408
10577.718479	945.383451	0.396996
10597.064710	943.657539	0.397540
10616.410941	941.937916	0.398039
10635.757171	940.224550	0.398493
10655.103402	938.517405	0.398902
10674.449633	936.816449	0.399266
10693.795864	935.121647	0.399586
10713.142095	933.432966	0.399859
10732.488326	931.750373	0.400088
10751.834556	930.073835	0.400271
10771.180787	928.403320	0.400409
10790.527018	926.738794	0.400501
10809.873249	925.080227	0.400548
10829.219480	923.427586	0.400550
10848.565710	921.780839	0.400506
10867.911941	920.139955	0.400417
10887.258172	918.504902	0.400283
10906.604403	916.875650	0.400103
10925.950634	915.252168	0.399879
10945.296865	913.634424	0.399610
10964.643095	912.022390	0.399295
10983.989326	910.416034	0.398937
11003.335557	908.815327	0.398533
11022.681788	907.220238	0.398086
11042.028019	905.630739	0.397594
11061.374249	904.046801	0.397059
11080.720480	902.468393	0.396480
11100.066711	900.895487	0.395858
11119.412942	899.328054	0.395192
11138.759173	897.766066	0.394484
11158.105404	896.209494	0.393733
11177.451634	894.658311	0.392940
11196.797865	893.112488	0.392106
11216.144096	891.571998	0.391229
11235.490327	890.036813	0.390312
11254.836558	888.506905	0.389354
11274.182789	886.982249	0.388355
11293.529019	885.462815	0.387317
11312.875250	883.948579	0.386239
11332.221481	882.439513	0.385122
11351.567712	880.935590	0.383966
11370.913943	879.436785	0.382772
11390.260173	877.943071	0.381541
11409.606404	876.454423	0.380272
11428.952635	874.970815	0.378967
11448.298866	873.492221	0.377625
11467.645097	872.018615	0.376248
11486.991328	870.549974	0.374836
11506.337558	869.086271	0.373389
11525.683789	867.627482	0.371909
11545.030020	866.173581	0.370395
11564.376251	864.724546	0.368848
11583.722482	863.280350	0.367269
11603.068712	861.840971	0.365659
11622.414943	860.406383	0.364018
11641.761174	858.976563	0.362347
11661.107405	857.551487	0.360646
11680.453636	856.131133	0.358916
11699.799867	854.715475	0.357158
11719.146097	853.304491	0.355372
11738.492328	851.898159	0.353560
11757.838559	850.496454	0.351722
11777.184790	849.099354	0.349858
11796.531021	847.706837	0.347969
11815.877252	846.318880	0.346057
11835.223482	844.935460	0.344121
11854.569713	843.556556	0.342163
11873.915944	842.182145	0.340183
11893.262175	840.812206	0.338182
11912.608406	839.446716	0.336161
11931.954636	838.085654	0.334121
11951.300867	836.728998	0.332062
11970.647098	835.376728	0.329985
11989.993329	834.028821	0.327891
12009.339560	832.685257	0.325781
12028.685791	831.346015	0.323656
12048.032021	830.011074	0.321516
12067.378252	828.680414	0.319362
12086.724483	827.354013	0.317195
12106.070714	826.031851	0.315016
12125.416945	824.713908	0.312826
12144.763175	823.400165	0.310625
12164.109406	822.090600	0.308414
12183.455637	820.785194	0.306195
12202.801868	819.483927	0.303968
12222.148099	818.186780	0.301733
12241.494330	816.893733	0.299493
12260.840560	815.604766	0.297246
12280.186791	814.319861	0.294996
12299.533022	813.038998	0.292741
12318.879253	811.762157	0.290483
12338.225484	810.489321	0.288224
12357.571714	809.220471	0.285963
12376.917945	807.955587	0.283702
12396.264176	806.694651	0.281441
12415.610407	805.437644	0.279182
12434.956638	804.184549	0.276924
12454.302869	802.935347	0.274670
12473.649099	801.690020	0.272420
12492.995330	800.448550	0.270174
12512.341561	799.210919	0.267934
12531.687792	797.977109	0.265700
12551.034023	796.747103	0.263473
12570.380254	795.520883	0.261254
12589.726484	794.298432	0.259044
12609.072715	793.079731	0.256844
12628.418946	791.864765	0.254654
12647.765177	790.653515	0.252476
12667.111408	789.445966	0.250310
12686.457638	788.242099	0.248156
12705.803869	787.041899	0.246017
12725.150100	785.845347	0.243891
12744.496331	784.652429	0.241781
12763.842562	783.463127	0.239688
12783.188793	782.277424	0.237611
12802.535023	781.095305	0.235552
12821.881254	779.916753	0.233511
12841.227485	778.741753	0.231489
12860.573716	777.570287	0.229488
12879.919947	776.402341	0.227507
12899.266177	775.237898	0.225547
12918.612408	774.076943	0.223610
12937.958639	772.919460	0.221696
12957.304870	771.765433	0.219805
12976.651101	770.614847	0.217939
12995.997332	769.467686	0.216098
13015.343562	768.323936	0.214283
13034.689793	767.183582	0.212494
13054.036024	766.046607	0.210733
13073.382255	764.912997	0.208999
13092.728486	763.782737	0.207294
13112.074716	762.655813	0.205618
13131.420947	761.532209	0.203972
13150.767178	760.411911	0.202356
13170.113409	759.294904	0.200772
13189.459640	758.181174	0.199220
13208.805871	757.070707	0.197700
13228.152101	755.963488	0.196213
13247.498332	754.859502	0.194759
13266.844563	753.758737	0.193340
13286.190794	752.661177	0.191956
13305.537025	751.566809	0.190607
13324.883256	750.475618	0.189294
13344.229486	749.387592	0.188018
13363.575717	748.302716	0.186778
13382.921948	747.220976	0.185577
13402.268179	746.142359	0.184413
13421.614410	745.066852	0.183288
13440.960640	743.994441	0.182203
13460.306871	742.925113	0.181157
13479.653102	741.858854	0.180151
13498.999333	740.795651	0.179186
13518.345564	739.735492	0.178262
13537.691795	738.678362	0.177379
13557.038025	737.624250	0.176539
13576.384256	736.573141	0.175741
13595.730487	735.525025	0.174986
13615.076718	734.479886	0.174274
13634.422949	733.437714	0.173606
13653.769179	732.398495	0.172982
13673.115410	731.362217	0.172402
13692.461641	730.328867	0.171867
13711.807872	729.298433	0.171378
13731.154103	728.270903	0.170934
13750.500334	727.246264	0.170535
13769.846564	726.224505	0.170183
13789.192795	725.205612	0.169878
13808.539026	724.189574	0.169619
13827.885257	723.176380	0.169408
13847.231488	722.166016	0.169243
13866.577718	721.158472	0.169127
13885.923949	720.153735	0.169058
13905.270180	719.151794	0.169037
13924.616411	718.152637	0.169065
13943.962642	717.156253	0.169141
13963.308873	716.162630	0.169266
13982.655103	715.171756	0.169440
14002.001334	714.183620	0.169663
14021.347565	713.198211	0.169936
14040.693796	712.215518	0.170258
14060.040027	711.235529	0.170629
14079.386258	710.258233	0.171050
14098.732488	709.283619	0.171521
14118.078719	708.311676	0.172042
14137.424950	707.342393	0.172613
14156.771181	706.375760	0.173234
14176.117412	705.411765	0.173905
14195.463642	704.450397	0.174626
14214.809873	703.491646	0.175398
14234.156104	702.535502	0.176219
14253.502335	701.581953	0.177091
14272.848566	700.630989	0.178014
14292.194797	699.682599	0.178986
14311.541027	698.736773	0.180009
14330.887258	697.793502	0.181082
14350.233489	696.852773	0.182204
14369.579720	695.914578	0.183377
14388.925951	694.978905	0.184600
14408.272181	694.045745	0.185873
14427.618412	693.115088	0.187195
14446.964643	692.186923	0.188567
14466.310874	691.261240	0.189989
14485.657105	690.338031	0.191459
14505.003336	689.417284	0.192979
14524.349566	688.498990	0.194547
14543.695797	687.583138	0.196165
14563.042028	686.669721	0.197831
14582.388259	685.758726	0.199545
14601.734490	684.850146	0.201307
14621.080720	683.943970	0.203117
14640.426951	683.040190	0.204974
14659.773182	682.138794	0.206878
14679.119413	681.239775	0.208830
14698.465644	680.343122	0.210827
14717.811875	679.448826	0.212872
14737.158105	678.556878	0.214962
14756.504336	677.667269	0.217097
14775.850567	676.779990	0.219278
14795.196798	675.895031	0.221503
14814.543029	675.012383	0.223773
14833.889260	674.132038	0.226086
14853.235490	673.253986	0.228443
14872.581721	672.378218	0.230843
14891.927952	671.504726	0.233285
14911.274183	670.633500	0.235770
14930.620414	669.764532	0.238296
14949.966644	668.897813	0.240863
14969.312875	668.033335	0.243471
14988.659106	667.171088	0.246118
15008.005337	666.311064	0.248805
15027.351568	665.453254	0.251531
15046.697799	664.597650	0.254295
15066.044029	663.744244	0.257097
15085.390260	662.893026	0.259936
15104.736491	662.043989	0.262811
15124.082722	661.197124	0.265722
15143.428953	660.352423	0.268667
15162.775183	659.509877	0.271648
15182.121414	658.669479	0.274662
15201.467645	657.831220	0.277709
15220.813876	656.995091	0.280788
15240.160107	656.161086	0.283899
15259.506338	655.329195	0.287040
15278.852568	654.499411	0.290212
15298.198799	653.671725	0.293413
15317.545030	652.846130	0.296643
15336.891261	652.022619	0.299900
15356.237492	651.201182	0.303184
15375.583722	650.381812	0.306494
15394.929953	649.564501	0.309829
15414.276184	648.749243	0.313189
15433.622415	647.936028	0.316572
15452.968646	647.124849	0.319977
15472.314877	646.315699	0.323405
15491.661107	645.508569	0.326853
15511.007338	644.703454	0.330321
15530.353569	643.900344	0.333808
15549.699800	643.099232	0.337313
15569.046031	642.300111	0.340836
15588.392262	641.502974	0.344374
15607.738492	640.707813	0.347928
15627.084723	639.914621	0.351495
15646.430954	639.123390	0.355076
15665.777185	638.334114	0.358669
15685.123416	637.546785	0.362274
15704.469646	636.761395	0.365888
15723.815877	635.977938	0.369512
15743.162108	635.196407	0.373144
15762.508339	634.416794	0.376783
15781.854570	633.639092	0.380428
15801.200801	632.863295	0.384077
15820.547031	632.089395	0.387731
15839.893262	631.317385	0.391388
15859.239493	630.547259	0.395046
15878.585724	629.779010	0.398705
15897.931955	629.012631	0.402364
15917.278185	628.248114	0.406021
15936.624416	627.485454	0.409675
15955.970647	626.724643	0.413326
15975.316878	625.965674	0.416972
15994.663109	625.208542	0.420611
16014.009340	624.453239	0.424244
16033.355570	623.699759	0.427869
16052.701801	622.948095	0.431484
16072.048032	622.198240	0.435089
16091.394263	621.450189	0.438682
16110.740494	620.703934	0.442263
16130.086724	619.959469	0.445829
16149.432955	619.216788	0.449381
16168.779186	618.475884	0.452917
16188.125417	617.736751	0.456435
16207.471648	616.999383	0.459935
16226.817879	616.263772	0.463416
16246.164109	615.529914	0.466876
16265.510340	614.797802	0.470314
16284.856571	614.067429	0.473729
16304.202802	613.338789	0.477120
16323.549033	612.611876	0.480487
16342.895264	611.886685	0.483827
16362.241494	611.163208	0.487140
16381.587725	610.441440	0.490424
16400.933956	609.721375	0.493679
16420.280187	609.003006	0.496903
16439.626418	608.286329	0.500095
16458.972648	607.571336	0.503255
16478.318879	606.858022	0.506381
16497.665110	606.146381	0.509472
16517.011341	605.436407	0.512527
16536.357572	604.728094	0.515545
16555.703803	604.021437	0.518526
16575.050033	603.316429	0.521467
16594.396264	602.613065	0.524368
16613.742495	601.911340	0.527228
16633.088726	601.211246	0.530045
16652.434957	600.512779	0.532820
16671.781187	599.815934	0.535551
16691.127418	599.120703	0.538237
16710.473649	598.427083	0.540877
16729.819880	597.735067	0.543470
16749.166111	597.044649	0.546016
16768.512342	596.355824	0.548513
16787.858572	595.668587	0.550960
16807.204803	594.982932	0.553357
16826.551034	594.298854	0.555702
16845.897265	593.616347	0.557996
16865.243496	592.935406	0.560237
16884.589726	592.256025	0.562424
16903.935957	591.578200	0.564556
16923.282188	590.901924	0.566633
16942.628419	590.227192	0.568654
16961.974650	589.554000	0.570619
16981.320881	588.882341	0.572526
17000.667111	588.212212	0.574374
17020.013342	587.543605	0.576164
17039.359573	586.876517	0.577895
17058.705804	586.210942	0.579565
17078.052035	585.546875	0.581175
17097.398266	584.884311	0.582723
17116.744496	584.223244	0.584209
17136.090727	583.563670	0.585633
17155.436958	582.905584	0.586994
17174.783189	582.248980	0.588291
17194.129420	581.593854	0.589524
17213.475650	580.940201	0.590693
17232.821881	580.288015	0.591797
17252.168112	579.637292	0.592836
17271.514343	578.988026	0.593809
17290.860574	578.340214	0.594716
17310.206805	577.693849	0.595556
17329.553035	577.048928	0.596330
17348.899266	576.405445	0.597037
17368.245497	575.763395	0.597676
17387.591728	575.122775	0.598248
17406.937959	574.483578	0.598752
17426.284189	573.845800	0.599188
17445.630420	573.209437	0.599556
17464.976651	572.574484	0.599855
17484.322882	571.940936	0.600086
17503.669113	571.308789	0.600249
17523.015344	570.678037	0.600342
17542.361574	570.048677	0.600367
17561.707805	569.420703	0.600323
17581.054036	568.794111	0.600211
17600.400267	568.168897	0.600030
17619.746498	567.545055	0.599780
17639.092728	566.922582	0.599461
17658.438959	566.301473	0.599074
17677.785190	565.681724	0.598618
17697.131421	565.063329	0.598094
17716.477652	564.446285	0.597502
17735.823883	563.830588	0.596842
17755.170113	563.216231	0.596114
17774.516344	562.603213	0.595319
17793.862575	561.991527	0.594457
17813.208806	561.381170	0.593527
17832.555037	560.772137	0.592531
17851.901268	560.164425	0.591468
17871.247498	559.558028	0.590340
17890.593729	558.952942	0.589146
17909.939960	558.349164	0.587887
17929.286191	557.746688	0.586562
17948.632422	557.145512	0.585174
17967.978652	556.545630	0.583722
17987.324883	555.947039	0.582206
18006.671114	555.349733	0.580627
18026.017345	554.753710	0.578986
18045.363576	554.158965	0.577283
18064.709807	553.565494	0.575519
18084.056037	552.973292	0.573694
18103.402268	552.382356	0.571809
18122.748499	551.792682	0.569865
18142.094730	551.204265	0.567861
18161.440961	550.617103	0.565800
18180.787191	550.031189	0.563681
18200.133422	549.446522	0.561506
18219.479653	548.863095	0.559274
18238.825884	548.280907	0.556987
18258.172115	547.699953	0.554645
18277.518346	547.120228	0.552250
18296.864576	546.541729	0.549801
18316.210807	545.964452	0.547300
18335.557038	545.388394	0.544748
18354.903269	544.813549	0.542145
18374.249500	544.239916	0.539492
18393.595730	543.667489	0.536791
18412.941961	543.096265	0.534041
18432.288192	542.526240	0.531244
18451.634423	541.957410	0.528401
18470.980654	541.389772	0.525513
18490.326885	540.823321	0.522580
18509.673115	540.258055	0.519603
18529.019346	539.693969	0.516584
18548.365577	539.131060	0.513523
18567.711808	538.569324	0.510421
18587.058039	538.008757	0.507279
18606.404270	537.449356	0.504099
18625.750500	536.891117	0.500881
18645.096731	536.334037	0.497626
18664.442962	535.778111	0.494334
18683.789193	535.223337	0.491009
18703.135424	534.669710	0.487649
18722.481654	534.117228	0.484256
18741.827885	533.565886	0.480831
18761.174116	533.015681	0.477376
18780.520347	532.466610	0.473890
18799.866578	531.918669	0.470376
18819.212809	531.371854	0.466834
18838.559039	530.826162	0.463265
18857.905270	530.281590	0.459671
18877.251501	529.738135	0.456051
18896.597732	529.195792	0.452408
18915.943963	528.654558	0.448743
18935.290193	528.114431	0.445055
18954.636424	527.575406	0.441347
18973.982655	527.037480	0.437619
18993.328886	526.500650	0.433873
19012.675117	525.964912	0.430109
19032.021348	525.430264	0.426329
19051.367578	524.896701	0.422533
19070.713809	524.364221	0.418722
19090.060040	523.832821	0.414898
19109.406271	523.302496	0.411062
19128.752502	522.773244	0.407214
19148.098732	522.245061	0.403355
19167.444963	521.717945	0.399487
19186.791194	521.191892	0.395610
19206.137425	520.666898	0.391726
19225.483656	520.142961	0.387835
19244.829887	519.620078	0.383939
19264.176117	519.098244	0.380038
19283.522348	518.577458	0.376133
19302.868579	518.057716	0.372225
19322.214810	517.539014	0.368315
19341.561041	517.021350	0.364405
19360.907272	516.504721	0.360494
19380.253502	515.989123	0.356584
19399.599733	515.474553	0.352676
19418.945964	514.961009	0.348770
19438.292195	514.448487	0.344868
19457.638426	513.936984	0.340971
19476.984656	513.426497	0.337078
19496.330887	512.917023	0.333192
19515.677118	512.408560	0.329312
19535.023349	511.901103	0.325440
19554.369580	511.394651	0.321577
19573.715811	510.889199	0.317723
19593.062041	510.384746	0.313879
19612.408272	509.881288	0.310046
19631.754503	509.378823	0.306224
19651.100734	508.877347	0.302414
19670.446965	508.376857	0.298618
19689.793195	507.877350	0.294835
19709.139426	507.378825	0.291067
19728.485657	506.881277	0.287314
19747.831888	506.384704	0.283577
19767.178119	505.889103	0.279856
19786.524350	505.394471	0.276152
19805.870580	504.900805	0.272466
19825.216811	504.408103	0.268798
